University,Programme,Tuition fee,Duration,Apply date,Start date,Campus location,Taught in,Overview,Programme structure,Tuition Fees,Living costs,TOEFL,IELTS,Category
The University of Hong Kong,Engineering (Electrical and Electronic Engineering) - General Stream,"35,205 GBP / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Engineering (Electrical and Electronic Engineering) - General Stream at The University of Hong Kong  has been significantly updated and improved. The curriculum, based on three subject groups of cutting-edge technologies and management subjects, aims at providing a challenging opportunity for practitioners and industry leaders to refresh their knowledge of EEE, covering theory and practice in advanced topics such as biomedical engineering, computer systems, multimedia systems, networking, power systems, signal processing and wireless communications. Candidates who want updated broad foundation knowledge can pursue the General Stream of study, while candidates who want to specialise may pursue the Communications Engineering Stream or the Power Engineering Stream.

What you&#039;ll learn

Students are required to complete either 48 credits plus a dissertation (equivalent to 24 credits), or 60 credits plus a project (equivalent to 12 credits) to graduate. Full-time students are expected to undertake a dissertation that involves a more in-depth study, allowing them to gain more capstone experience that aligns with the increasing anticipations of the industry.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Digital signal processing
?Integrated circuit system designs
?The role of a computerized SCADA system in power system operation
?Smart grid
?Digital communications
?Neural networks, fuzzy systems and genetic algorithms",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The University of Hong Kong,Common Law,"28,082 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Common Law curriculum at The University of Hong Kong extends over one academic year of full-time study. Teaching is in English and therefore candidates shall be required to have an adequate standard of English.

Programme structure

Students are required to complete the compulsory non-credit bearing course and not fewer than 72 credits, including a capstone experience in accordance with the regulations for this degree and the syllabuses. Students may also choose courses from any of the LLM specialist programmes, but in any event no more than two courses from other LLM specialist programmes.

Students who hold a law degree from a PRC university may not choose courses related to PRC law subjects, except with the approval from Programme Director and the Department Head.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Private law in common law jurisdictionsPublic law in common law jurisdictionsUnderstanding common lawAnimal lawArbitration lawArbitration practice, procedure and drafting",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Laws,"191,273 CNY / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Many come to the programme already with exceptional legal experience and postgraduate degrees. All are fluent in English, and many are fluent in other languages.

The Laws programme at The University of Hong Kong also provides students with maximum flexibility in developing their legal interests and expertise in a friendly, engaging and international environment.

What you&#039;ll study

Students must complete 72 credits, including a capstone experience, following the regulations and syllabuses for this programme. Students may also choose courses from the individual areas of law below and courses from our LLM specialist programmes in any given academic year, in any case, no more than five courses from each of the LLM specialist programmes. Individual areas of law include:
?Admiralty and ShippingCommercial, Corporate and Financial LawHuman Rights and Public LawInformation Technology and Intellectual Property LawInternational and Comparative LawPRC Law
    I want to find another Master Course","Programme Structure
 
Courses included:
?Advanced research methodologyAdministrative law and governance in ChinaAdvanced seminar on Chinese lawChina information technology and electronic commerce lawChina investment lawChina trade law",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Arbitration and Dispute Resolution,"28,082 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students of the Arbitration and Dispute Resolution programme at The University of Hong Kong are required to complete 72 credits, including compulsory courses and a capstone experience according to the Regulations and Syllabus. Students may also choose courses from any of the specialist programmes, but in any event, no more than two courses from other LLM specialist programmes.

Objectives

Hong Kong is an ideal venue for the arbitration and mediation of disputes arising from international commercial and financial investment in Hong Kong, Mainland China and the rest of Asia. 

As the Hong Kong Special Administrative Region Government has stated its goal of further enhancing Hong Kong as a leading regional and international centre for dispute resolution, the Faculty of Law is offering the degree of Master of Laws in Arbitration and Dispute Resolution to train professionals with the necessary knowledge, skills and expertise in dispute resolution methods, particularly negotiation, mediation and arbitration. 

This specialised postgraduate degree programme is part of a comprehensive arbitration and dispute resolution teaching and research initiative of the Faculty of Law. This initiative seeks to (a) better serve the dispute resolution needs of Hong Kong&rsquo;s business, commercial and broader community; and (b) advance the Faculty as a regional and international centre of excellence in the teaching and research of negotiation, mediation, arbitration and dispute resolution generally.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Arbitration lawArbitration practice, procedure and draftingMediationAdjudicationArbitration award writingChina investment law",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Chinese Law,"28,082 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Through a comprehensive combination of theoretical, practical and policy-oriented courses, this programme enables Candidates to appreciate the modern Chinese legal system within China&#039;s dynamic social, economic and political backdrop. 

What you&#039;ll learn

This programme in Chinese Law at The University of Hong Kong is designed both for students/practitioners with formal legal training who seek to acquire specialization credentials in Chinese laws, and also professionals/researchers in connected field (e.g., economics, finance, sociology, political science, business) whose China-related engagements would be enhanced with knowledge and insights on Chinese laws.

Programme faculty

Drawing upon the expertise of Chinese law specialists, the Faculty is one of the few law schools in the world that offers a taught LLM programme in Chinese law conducted in English in an academic environment without ideological constraints. Candidates can also take advantage of the numerous China-related academic and professional opportunities/resources at the faculty and university level, including the opportunity to take selected modules in prestigious mainland law schools.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Law and economics of Chinese capitalismAdministrative law and governance in ChinaAdvanced seminar on Chinese lawAsian communications law and policyChina information technology and electronic commerce lawChina investment law",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Human Rights,"172,146 CNY / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The diverse range of courses enables students to (1) understand the international human rights legal framework, (2) reflect on key human rights challenges from global, regional, and domestic perspectives, and (3) apply their knowledge to advocate for real change. 

The Human Rights curriculum from The University of Hong Kong covers human rights law but draws on other disciplines such as history, politics, philosophy, and sociology to ensure the law is understood in context. It also has a clinical option so students can apply what they learn in practice.

Teachers have included renowned experts in the field from around the world including eminent scholars, judges, United Nations (UN) human rights mandate holders, and heads of non-governmental organisations.

Programme structure

Students are required to complete 72 credits, including three 9-credit compulsory courses and a capstone experience in accordance with the regulations and syllabus. Students may also choose courses from any of the LLM specialist programmes, but in any event, no more than two courses from other LLM specialist programmes.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Human rights: history, theory and politicsInternational and regional protection of human rightsNational protection of human rights Administrative law and governance in ChinaAdvanced legal theoryArmed conflict, humanitarian law and human rights",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Information Technology and Intellectual Property Law,"28,082 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
This includes topics such as the legal implications of artificial intelligence, big data, data mining, regulation of Internet platforms, 3-D printing, outer space technologies, nanotech, fintech, protection of computer programmes and algorithms, digital remixes and user-generated contents, online streaming, green-tech, and biotechnologies (including genetic modifications and stem cell research).

Subject areas of the Information Technology and Intellectual Property Law programme at The University of Hong Kong will be regularly expanded and updated to ensure that students are able to understand and analyse contemporary legal issues in this area.

Programme structure

Candidates are required to complete 72 credits, including at least two 9-credit core courses and a capstone experience in accordance with the regulations and syllabus. Candidates may also choose courses from any of the LLM specialist programmes, but in any event, no more than two courses from other LLM specialist programmes.

Candidates who do not hold an undergraduate degree in law shall be required to complete, amongst the eight 9-credit courses of this programme, up to two 9-credit courses of foundational law courses at the time of admission.
    I want to find another Master Course","Programme Structure
 
Courses included:
?International and Comparative Intellectual Property LawLaw and the internetChina information technology and electronic commerce lawCopyright and CreativityIntellectual property and information technologyPatent Law",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Chinese Medicine,"9,382 USD / year",2 years,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students of the Chinese Medicine programme at The University of Hong Kong are able to identify the distinctive features of different kinds of common and complicated illnesses in medical diagnosis and grasp the special characteristics of different herbal medicines, as well as the techniques of using different prescriptions of herbal medicines and acupuncture to enhance the therapeutic effect.

Distinctive Features of the programme
?To allow students to attain interdisciplinary knowledge of different streams through attending common courses and some of the classes of designated core coursesTo provide a high degree of flexibility which caters for students&#039; different needs by offering two pathways, namely project-based and practice-based in the second year of studiesThe interdisciplinary exchange of knowledge across different streams of Oncology, Gynaecology, and Acupuncture and Moxibustion facilitates the medical diagnosis of common and complicated illnesses, as well as enhancing the therapeutic effectiveness of herbal Chinese Medicines with the use of acupuncture and moxibustionAn effective integration of traditional Chinese Medicine with modern medicine, Chinese Medicine with Western Medicine philosophies, theoretical teaching with practical application, and Chinese herbal medicines with acupuncture and moxibustion
    I want to find another Master Course","Programme Structure
 
Courses included:
?Research Methodology in Chinese MedicineEvidence-based MedicineClassical Literature of Chinese MedicineSeminars on Progress of Modern Research of Chinese MedicineCore courses of chosen stream (Oncology/Gynaecology/Acupuncture and Moxibustion)Clinical Attachment of chosen stream (Oncology/Gynaecology/Acupuncture and Moxibustion)",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Medical Sciences,"150,411 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Medical Sciences curriculum from The University of Hong Kong is organised to cater for the needs and aspirations of individuals. Candidates can choose courses offered in the curriculum to meet their needs for professional training. The courses offered can contribute towards the following:
?scientists and clinicians who, upon successful completion of the MMedSc qualification, will have obtained in-depth knowledge of an area or particular discipline which will enable them to engage effectively in biomedical teaching, research work or servicing technology;the possibility of some of the courses being of use to clinicians for partial exemption from training requirements for admission as Fellows of the Colleges of the Hong Kong Academy of Medicine;the possibility of providing components for Continuing Medical Education, and earning accreditation points, which are required by the Colleges of the Hong Kong Academy of Medicine.

Objectives
?Provide structured training in the basic medical and clinical disciplines to enable postgraduates to embark on specialised studies, practice or teaching, for career and personal development.Provide a bridging mechanism for preclinical and clinical studiesPromote integrated training in the fundamentals of basic and applied medical sciences
    I want to find another Master Course","Programme Structure
 
Courses included:
?Cell MetabolismPrinciples to Genetic CounsellingGeneral CytopathologyFundamentals of Common Human DiseasesRecent Advances in Cancer BiologyPrinciples of Drug Action",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Nursing,"119,981 CNY / year",1 year,27-Mar,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The School of Nursing of The University of Hong Kong has a strong mission to educate nursing leaders for the community, and it is our goal to provide a diversified and holistic nursing education that nurture competent nursing practioners, researchers and educators. 

Learning outcomes

We provide innovative, interdisciplinary and internationalised nursing curricula responding to the complex health needs of the population locally and globally. We also have close links with a range of health care settings in Hong Kong, which facilitate the provision of cutting-edge learning environments for our students. The School has developed a strong network with nursing schools in renowned universities internationally, which enables student and academic exchanges as well as research collaboration. 
    I want to find another Master Course","Programme Structure
 
Study Tracks include:
?Advanced Surgical NursingCommunity and Public Health NursingCritical Care NursingGerontology Nursing Health Care Management and LeadershipInfection Control Nursing",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Psychological Medicine - Psychosis Studies,"10,427 USD / year",2 years,26-May,26-Oct,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Psychological Medicine - Psychosis Studies from The University of Hong Kong will also equip students with the capacity to critically contemplate the knowledge base in psychosis, and to derive information, ideas and insight that could contribute to clinical service, education, public awareness, and research in the field of psychosis.

What the programme offers

This is the only taught postgraduate programme locally offering in-depth focus in psychotic disorders in Hong Kong. Our faculty are leaders in the field and professionals from backgrounds including psychiatry, nursing, psychology, research, occupational therapy and social work.

It is anticipated that those completing the study will be ready to serve effectively in various roles (clinical, research, service development, public awareness) and develop into future leaders in the field (such as in early intervention, rehabilitation and case management).

The programmes are divided into master and diploma levels.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Critical appraisal and evidence based approaches in psychosisDescriptive psychopathologyNeurocognitive dysfunctions in psychosisNeurobiological processes in psychosisEarly intervention for psychosisPharmacological interventions for psychosis",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Public Health,"191,447 CNY / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Public Health coursework from The University of Hong Kong equips graduates with requisite theoretical and practice-based skills. The Capstone and Practicum rounds out this learning with a unique opportunity to demonstrate professional skills and competencies in public health practice. On graduation, MPH candidates are prepared with the knowledge and skills necessary for a competent public health practitioner.

Mode of Attendance
?Full Time (one year)Part Time (two years)
    I want to find another Master Course","Programme Structure
 
Courses included:
?Principles of public healthHealth behaviour and communicationHealth leadership and managementHealth policy and politicsEmerging infectious diseases and &quot;one health&quot;Epidemics and endemic diseases",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Research in Medicine,"17,086 GBP / year",1 year,Unknown,26-Jul,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
With the objective of nurturing a research culture among MBBS students, the programme will enable them to develop lifelong clinical and/or laboratory research skills and the ability to engage in research effectively.  

On completion of the Research in Medicine programme from The University of Hong Kong, students will have demonstrated by presenting a dissertation that they have acquired an acceptable level of knowledge and understanding in a chosen field of study.

Curriculum structure

The programme comprises both coursework (21 credits) and hands-on research training (48 credits) leading to a 20,000-word dissertation, with the coursework and hands-on research training to be completed within the intercalated year and the dissertation to be submitted by the end of MBBS Year 6.  The MRes[Med] degree will be awarded to candidates who satisfactorily complete all the curriculum requirements of the MBBS degree.

Entrance scholarships covering full composition fee and scholarships based on research progress may be available for eligible candidates.

The programme is recognised as a quotable qualification by the Medical Council of Hong Kong.
Mode of Attendance
Full Time intercalated programme for one academic year during enrichment Year 3 of the HKU MBBS curriculum.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Cell MetabolismCurrent Therapeutic Strategies for Metabolic DiseasesCurrent Topics in Medical MicrobiologyAssisted Reproduction Technology (Laboratory)Research Seminars in Obstetrics and GynaecologyResearch Methodologies in Obstetrics and Gynaecology",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Applied Geosciences,"152,149 CNY / year",1 year,26-May,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Engineering Geology Theme (1 year full-time or 2 years part-time)

This Applied Geosciences option at The University of Hong Kong aims to help engineering geologists improve their performance in professional work. Engineers and scientists wanting to advance their understanding of geology and geotechnics are also invited to apply for admission. The theme concentrates on the application of geology and mechanics in geotechnical practice and the development of professional skills.

Engineering Geology with HKIE Approved Courses Theme (1 year full-time or 2 years part-time)

This Applied Geosciences option aims to help engineering geologists improve their performance in professional work. The theme is designed to provide the additional courses which graduates in Earth Sciences or Geology would need to meet the entry requirements of the Hong Kong Institution of Engineers in the Geotechnical Discipline.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Geology principles and practiceAdvanced geology of Hong KongSite investigation and engineering geological techniquesRock mechanicsSoil mechanicsHydrogeology",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The University of Hong Kong,Food Industry - Management and Marketing,"1,328,193 CNY / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The objective is to offer advanced training in management skills and marketing research methodology for food/nutritional science graduates working in the food industry or planning to work in the food industry. 

The Food Industry - Management and Marketing programme from The University of Hong Kong emphasizes practical approaches to quality assurance and safety management in processing, packaging, storage and distribution of food products, waste management and control, as well as market research, financial planning, organizational culture, product development and evaluation, and compliance with food laws and regulations.

Mode of Attendance

Full Time (one year and some Saturdays for projects and/or tutorials. Online teaching and learning may be adopted if face-to-face mode is not possible.)
    I want to find another Master Course","Programme Structure
 
Courses included:
?Quality assurance and managementFuture foodMarketing managementOrganisational behaviourFinancial controlQuality assurance and management",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The University of Hong Kong,Food Safety and Toxicology,"173,885 CNY / year",1 year,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The programme is intended for those with relevant experience in the food, chemical, pharmaceutical and public health sectors, including but not limited to:
?supervisory positions in the above industries or consultancy;environmental, food and health officers, technical officers in local/national regulatory authorities;officers in diagnostic or analytical laboratories; and
?graduates who completed relevant undergraduate degrees, looking for career opportunity in the above industries/government agencies.

History

Established by the School of Biological Sciences in 2009, the MSc in the field of Food Safety and Toxicology programme from The University of Hong Kong aims to provide a comprehensive training on a multi-disciplinary field involving general toxicology, food toxicology, regulatory toxicology, and food safety management.  

The distinctive feature of this toxicology programme is its focus on food safety perspectives.  It emphasizes on basic knowledge as well as practical skills in recognition and evaluation of human exposure to potentially hazardous chemicals and pathogens, in our living environment and via intake of foods.  Special reference will be made to food safety evaluation and regulation.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Principles of ToxicologyToxicity Tests and Hazards Evaluation MethodsRegulatory Toxicology: Risk Assessment, Risk Management and CommunicationChemical and Microbial Hazards in FoodFood Safety ManagementProject",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
The University of Hong Kong,Statistics,"29,103 USD / year",1 year,27-Jan,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Statistics programme from The University of Hong Kong offers great flexibilities for students who wish to take a general approach, or a specialized theme in Risk Management or Data Analytics. For a specialized theme, there are core courses and elective courses for students to choose from.

Learning outcomes

Students joining the programme are expected to come from a wide range of disciplines. The programme is recommended for those at work to be part-time students and will benefit from interaction with classmates of similar or different backgrounds as well as for fresh graduates to be full-time students to get a postgraduate degree before working.
    I want to find another Master Course","Programme Structure
 
Courses included:
?Fundamentals of statistical inferenceAdvanced statistical modellingFinancial data analysis Advanced quantitative risk managementComputational statisticsSpatial data analysis",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The Hong Kong Polytechnic University,Applied Mathematics for Science and Technology (Actuarial and Investment Science),"9,400 HKD/credit
13,237 GBP / year",2 years,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Department of Applied Mathematics has a strong team of researchers in applied statistics, financial mathematics and operations research to facilitate the teaching of the programme. In particular, Mathematics in PolyU has achieved remarkable recognition in recent years. In the Quacquarelli Symonds (QS) World University Ranking 2021, PolyU is listed the world top 100 in Statistics and Operational Research. PolyU is also ranked 54 in Best Universities for Mathematics by U.S. News &amp; World Report Best Global Universities 2022.

Careers

Master of Science in Applied Mathematics for Science and Technology (Actuarial and Investment Science) graduates at The Hong Kong Polytechnic University will become leading professionals in engineering, finance management, banking and finance, insurance company and related sectors. In particular, as Hong Kong is one of the leading financial centers and Mainland China has the fastest growing economics in the world, there is a great demand in personnel being competent and with the knowledge in actuarial and investment science. In recent years our graduates in Actuarial and Investment Science specialism have continuously secured internship positions in leading insurance companies and investment banks as actuaries and data analysts in both Hong Kong and Mainland China.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Forecasting and Applied Time Series Analysis
?Simulation
?Optimal Control with Management Science Applications
?Decision Analysis
?Probability and Stochastic Models
?Statistical Inference
?Mathematics of Finance
?Loss Models and Risk Analysis
?Investment Science",Tuition fees are shown in GBP and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The University of Hong Kong,China Development Studies,"25,529 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The prime objective of the China Development Studies programme from The University of Hong Kong is to educate students to become capable personnel for firms and institutions in private and public sectors that hold a strong interest in China-related business and development.

Learning outcomes

The programme provides an opportunity to local and international students for systematic training and independent research on development issues in contemporary China. 

The curriculum includes Chinese economies, international trade and foreign direct investment in China, globalisation and spatial economic transformation in China, China&#039;s cultural and urban development, China&rsquo;s public policies and regional development, climate change and environmental resources in China, cultural tourism, environment and sustainable development, sustainable urban and transport planning, tourism, land governance and development, and a field trip to China. 

Moreover, a capstone experience component is included in the curriculum that provides the students with a platform to acquire research skills through the completion of a dissertation or directed project under the supervision of a designated teacher. The Contemporary China Seminar Series is also an integral part of the programme.
    I want to find another Master Course","Programme Structure
 
Courses included:
?The Chinese Economics: Location, Transformation, and IntegrationUrban China: Cultural Basis and Contemporary IssuesGeography of International Trade and FDI in ChinaChina Field TripPublic Policies and Regional DevelopmentGlobalization and Spatial Economic Transformation in China",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The Hong Kong Polytechnic University,Applied Psychology,"7,600 HKD/credit
198,229 CNY / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Applied Psychology programme at The Hong Kong Polytechnic University aims to provide a well-balanced foundation in functional competencies in assessment, intervention, research and evaluation. Over 1 or 2 years, a solid identity as an applied psychologist with professional skills and knowledge will be built up.

Characteristics

The teaching faculty members from the Department of Applied Social Sciences have enjoyed a long history of being both active in leadership roles in the Hong Kong Psychological Society and as recipients of a number of successive multi-year and territory-wide research and consultancy programmes of policy priority in Hong Kong and the Chinese mainland. This background has made it possible for the development of a unique curriculum to include direct and innovative instructional strategies, and in some cases first-hand exposure to experimentation in large-scale successfully implemented programmes in education, health and social care.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Cognitive Behavioural Intervention
?Expressive Psychotherapy
?Nurturing the Gifted &amp; Talented: Instructional Models &amp; Professional Practices
?Parenting &amp; Parent Development
?Managing Practice in Organisations &amp; Systems
?Career Counselling: Theories &amp; Practice
?Workplace Counselling
?Attentional Control &amp; Social Adaptation",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The Hong Kong Polytechnic University,Applied Psychology (Diverse Learning Needs),"7,600 HKD/credit
29,103 USD / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Applied Psychology (Diverse Learning Needs) at The Hong Kong Polytechnic University aims to develop graduates with expertise in providing adaptive and effective support to individuals with diverse learning needs across community settings. 

The programme has the following specific objectives.
?To equip participants with the competencies to develop and implement evidence-based practices, as supported by psychological theories and principles, to address the multitude needs of individuals with diverse learning needs in educational, social services and clinical settings.To equip participants with the situated and multi-faceted knowledge of working with individuals with diverse learnings needs and their family members.To equip participants with the knowledge and skills to design and deliver context-specific assessments and interventions for individuals with diverse learning needs.To empower participants with the capacity to deliver multidisciplinary support services and strategically activate collective efforts from different stakeholders in the processes.To equip participants with the ability to conduct quality research and critically review practice to inform the design of new interventional innovations. 

Characteristics
?This specialism adopts a multidisciplinary approach that embraces close collaboration amongst professionals from psychology, social work, rehabilitation sciences, optometry and other health-care disciplines.Its content is closely connected with the Education Bureau&#039;s (EDB&#039;s) existing framework of professional development on this area, providing participants with a ladder to acquire a recognisable award and qualification in this area of expertise.The specialism empowers its participants, mostly in-service educational practitioners, social workers and health-care professionals, to work complementarily with psychologists in providing comprehensive support to individuals with diverse learning needs.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Nurturing the Gifted &amp; Talented: Instructional Models &amp; Professional Practices
?Psychology of Exceptional Children
?Advanced Practices in Learning Disorders &amp; Language Minority
?Attentional Control &amp; Social Adaptation
?Assessment &amp; Instructional Strategies for Children &amp; Youth with Specific Learning Disabilities
? Cognitive Behavioural Intervention
?Career Counselling: Theories &amp; Practice
?Psychometric Theory &amp; Scale Construction
?Psycho-socio-educational Program Development &amp; Evaluation
?Parenting &amp; Parent Development",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The Hong Kong Polytechnic University,Bilingual Corporate Communication,"6,500 HKD/credit
113,025 CNY / year",1? years,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
These attributes include sophistication in the use and interpretation of language and signs, and good communicative sense about norm-variation in cross-culture exchanges, especially in the context of Greater China.

Characteristics

Graduates of Bilingual Corporate Communication (MABCC) at The Hong Kong Polytechnic University programme are expected to have:

Professional Competence
?a good understanding of the internal workings of LMC and SMC;a good sense of the within-culture and between-culture communicative norms and practices of the region; anda good knowledge of corporate expressiveness and corporate communication functions such as stakeholders relations, corporate-identity building and corporate branding.

Strategic Thinking
?a good grip of the intricacies related to LMC/SMC conducted in a bilingual, cross-cultural environment, particularly in the corporate context of the region.

Lifelong Learning Capability
?the ability to develop high-quality oral and written corporate messages in both Chinese and English; andthe ability to conduct independent research using appropriate methods on a selected topic in corporate communication.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Corporate Communication: Past and Present
?Communication in Multicultural and Multilingual Contexts
?Bilingualism: First Principles
?Symbolism and Corporate Communication
?Advanced Bilingual Workshop for Verbal and Non-verbal Corporate Communication
?Advanced Bilingual Workshop for Written Corporate Communication
?Glocalization and Media Communication
?Professional seminar: Practices and Challenges
?Strategic Corporate Communication
?MABCC Supervised Project",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The Hong Kong Polytechnic University,Biomedical Engineering,"6,550 HKD/credit
170,842 CNY / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Programme Aims

The programme aims:

(a) to nurture professionals and specialists with professional competence, strategic thinking and lifelong learning capability in biomedical engineering field;

(b) to provide students with modern engineering knowledge and advanced technology tools necessary for biomedical engineering practice;

(c) to enable students with critical thinking and problem-solving skills in biomedical engineering field through a high quality education.

This Biomedical Engineering programme is an ideal choice for those who would like to pursue advanced education in biomedical engineering. The Hong Kong Polytechnic University programme addresses the growing importance of the development of state of the art medical devices and healthcare technology for affordable healthcare. It is designed for engineers, scientists and health professionals who are interested in the health technology field. We provide students with a broad-based knowledge of advances in biomedical engineering, thus enhancing their ability to develop and apply technology in health and rehabilitation care.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Applied Biosignal Processing
?Biomaterials &amp; Tissue Engineering
?Biomedical Microdevices
?Clinical Biomechanics
?Nanobiotechnology
?Rehabilitation Engineering
?Intellectual Property, Standards &amp; Regulations of Medical Devices
?Molecular &amp; Functional Imaging: From Body System to Molecules
?Advanced Topics in Health Technology",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
